"sep=;"
Start Time;Stop Time;Frame Error Time;ISDN Port Probe;NID_ENGINE;NID_OPERATIONAL;Calling Number;Called Number;Last NID_C;Last NID_BG;M Level;M_MODE;Direction;Frame Error;Frame Error Retransmission Count
2026-05-13 13:34:20.250;2026-05-13 14:16:46.471;2026-05-13 13:35:29.077;E1 probe 18765 - patch panel 1 - port 2;13041;;00212799991047;799990099;810;6625;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 13:33:43.221;2026-05-13 13:34:18.102;2026-05-13 13:34:15.881;E1 probe 18765 - patch panel 1 - port 1;13041;1025;00212799991046;799990099;810;6599;Level 1;Full Supervision;Track to train;Retransmitted Frames;4
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:13:23.054;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1502;Level 1;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:11:38.257;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1514;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:08:37.403;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1544;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:08:37.369;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1544;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:08:37.292;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1544;Level 2;Full Supervision;Track to train;Retransmitted Frames;3
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:05:54.500;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2008;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:05:54.424;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2008;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:04:12.925;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2026;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:03:14.700;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2036;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:03:14.522;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2036;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:03:13.663;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2036;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:03:13.595;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2036;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:01:48.144;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2054;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:00:53.881;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2066;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:00:30.514;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2070;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:00:09.613;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2076;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:00:09.383;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2076;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 13:00:07.054;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2076;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:58:10.103;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2522;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:57:49.711;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2524;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:55:50.431;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;2552;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:49:40.570;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;62;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:49:38.862;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;62;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:48:35.435;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;72;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:45:38.639;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1407;Level 1;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:45:37.585;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1407;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:45:37.449;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1407;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:45:19.685;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1403;Level 1;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:44:41.174;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;540;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:44:40.537;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;540;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:44:09.189;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;544;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:43:59.734;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1053;Level 1;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:43:17.475;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;556;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:43:16.489;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;556;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:42:50.377;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;560;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:41:39.441;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1037;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:41:37.591;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1010;Level 2;Full Supervision;Train to track;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:41:36.529;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1010;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:41:35.144;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1010;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:40:58.522;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1029;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:40:57.570;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1029;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:40:57.519;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1029;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:40:45.053;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1022;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:40:44.152;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1022;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:39:58.427;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1021;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:39:48.865;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1019;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:39:09.692;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1036;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:38:55.995;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1009;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:36:57.418;2026-05-13 12:37:44.290;2026-05-13 12:37:10.140;E1 probe 18765 - patch panel 1 - port 2;13034;;00212799991052;799990099;;;;;Train to track;Wrong CRC Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:36:28.191;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1056;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:36:08.191;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;811;1402;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:35:58.497;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;539;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:35:57.554;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;539;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:35:57.503;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;539;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:35:18.505;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;531;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:35:17.553;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;531;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:35:17.502;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;531;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:33:49.284;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;810;6607;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:33:48.315;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;810;6607;Level 1;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:33:48.264;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;810;6607;Level 1;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:33:26.246;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;509;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:33:09.725;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;810;6599;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:32:36.849;2026-05-13 13:14:13.365;2026-05-13 12:33:04.880;E1 probe 18765 - patch panel 1 - port 1;13031;1021;00212799991031;799990099;810;6599;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:31:49.932;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;69;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:31:49.346;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;69;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:30:45.596;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;59;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:28:19.362;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;33;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:28:17.483;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;33;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:27:38.502;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;29;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:27:37.533;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;29;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:27:37.499;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;29;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:26:17.505;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;15;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:25:19.391;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;5;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:25:12.582;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;5;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:25:12.497;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:25:12.455;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:25:12.005;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:25:11.350;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1;Level 2;Full Supervision;Train to track;Lost Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:25:11.282;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:24:39.016;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2549;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:24:14.137;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2543;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:23:39.015;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2537;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:23:18.997;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2533;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:22:59.133;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2529;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:22:52.494;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2527;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:21:59.123;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2517;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:20:59.521;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2505;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:19:26.624;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2063;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:17:09.324;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2037;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:16:40.067;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2031;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:16:12.068;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2025;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:16:05.701;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2025;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:16:05.642;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2025;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:16:05.616;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2025;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:15:00.047;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;2015;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:13:01.941;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1502;Level 1;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:12:48.698;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1502;Level 1;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:12:48.664;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1502;Level 1;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:12:48.163;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1502;Level 1;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:12:48.129;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1502;Level 1;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:12:47.882;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1502;Level 1;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:12:46.930;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1502;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:12:39.321;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1557;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:11:39.651;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1545;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:10:54.271;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1514;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:10:53.353;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1514;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:07:51.351;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1546;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:07:50.510;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1546;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:07:39.365;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1511;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:07:38.898;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1548;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:07:38.482;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1548;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:06:43.818;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1558;Level 2;Full Supervision;Train to track;Retransmitted Frames;2
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:06:43.767;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1558;Level 2;Full Supervision;Train to track;Retransmitted Frames;2
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:06:42.773;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1560;Level 2;Full Supervision;Train to track;Lost Frames;2
2026-05-13 11:31:58.528;2026-05-13 12:13:42.102;2026-05-13 12:06:40.818;E1 probe 18765 - patch panel 1 - port 2;13045;1018;00212799991032;799990099;811;1560;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:05:30.733;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1905;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 12:01:24.893;2026-05-13 12:45:57.413;2026-05-13 12:05:30.691;E1 probe 18765 - patch panel 1 - port 1;13046;2025;00212799991050;799990099;811;1905;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
